INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCapFactor,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,input.capital,capacity.factor.capital,input.OM.fixed,capacity.factor.OM
ME,electricity,offshore wind,offshore_wind_storage_7,2025,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2025,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2030,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2030,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2030,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2030,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2035,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2035,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2035,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2035,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2040,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2040,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2040,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2040,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2045,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2045,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2045,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2045,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2050,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2050,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2050,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2050,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2055,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2055,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2055,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2055,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2060,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2060,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2060,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2060,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2065,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2065,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2065,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2065,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2070,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2070,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2070,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2070,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2075,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2075,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2075,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2075,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2080,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2080,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2080,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2080,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2085,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2085,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2085,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2085,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2090,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2090,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2090,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2090,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2095,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2095,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2095,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2095,capital,0.459157318,0.459157318,0.459157318
CA,electricity,offshore wind,offshore_wind_storage_7,2100,capital,0.459157318,0.459157318,0.459157318
HI,electricity,offshore wind,offshore_wind_storage_7,2100,capital,0.459157318,0.459157318,0.459157318
ME,electricity,offshore wind,offshore_wind_storage_7,2100,capital,0.459157318,0.459157318,0.459157318
OR,electricity,offshore wind,offshore_wind_storage_7,2100,capital,0.459157318,0.459157318,0.459157318
