INPUT_TABLE,,,,,,
Variable ID,,,,,,
GlobalTechOMfixed,,,,,,
,,,,,,
sector.name,subsector.name,technology,year,input.OM.fixed,OM.fixed,capacity.factor
electricity,offshore wind,offshore_wind_storage_6,1975,OM-fixed,149.423,0.504506188
electricity,offshore wind,offshore_wind_storage_6,1990,OM-fixed,149.423,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2005,OM-fixed,149.423,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2010,OM-fixed,149.423,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2015,OM-fixed,149.423,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2020,OM-fixed,142.9158694,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2025,OM-fixed,137.6137629,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2030,OM-fixed,132.7936661,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2035,OM-fixed,128.9375887,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2040,OM-fixed,125.563521,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2045,OM-fixed,122.4304581,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2050,OM-fixed,120.0204097,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2055,OM-fixed,117.8513661,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2060,OM-fixed,115.9233274,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2065,OM-fixed,114.2362935,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2070,OM-fixed,113.0312694,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2075,OM-fixed,111.8262452,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2080,OM-fixed,110.621221,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2085,OM-fixed,109.8982065,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2090,OM-fixed,109.1751919,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2095,OM-fixed,108.4521774,0.504506188
electricity,offshore wind,offshore_wind_storage_6,2100,OM-fixed,107.9701677,0.504506188
